LINK_ID,time,speed
2340568300.0,955,7.0
2340571000.0,600,27.25
2340571000.0,605,26.125
2340571000.0,615,25.75
2340571000.0,625,25.4375
2340571000.0,635,25.125
2340571000.0,645,25.25
2340571000.0,655,28.875
2340571000.0,700,28.375
2340571000.0,705,28.875
2340571000.0,715,30.25
2340571000.0,725,29.25
2340571000.0,735,29.1875
2340571000.0,745,28.9375
2340571000.0,755,28.875
2340571000.0,800,28.5
2340571000.0,805,34.5
2340571000.0,815,26.857142857142858
2340571000.0,825,39.57142857142857
2340571000.0,835,26.333333333333332
2340571000.0,845,25.142857142857142
2340571000.0,855,25.75
2340571000.0,900,26.125
2340571000.0,905,26.375
2340571000.0,915,27.125
2340571000.0,925,27.625
2340571000.0,935,29.3125
2340571000.0,945,28.5
2340571000.0,955,28.5
2340571100.0,600,22.25
2340571100.0,605,20.9375
2340571100.0,615,20.0625
2340571100.0,625,19.6875
2340571100.0,635,21.5625
2340571100.0,645,21.3125
2340571100.0,655,21.1875
2340571100.0,700,21.3125
2340571100.0,705,21.5
2340571100.0,715,21.875
2340571100.0,725,21.875
2340571100.0,735,22.0625
2340571100.0,745,22.0625
2340571100.0,755,21.8125
2340571100.0,800,21.6875
2340571100.0,805,21.285714285714285
2340571100.0,815,21.75
2340571100.0,825,21.285714285714285
2340571100.0,835,21.285714285714285
2340571100.0,845,21.25
2340571100.0,855,21.3125
2340571100.0,900,21.3125
2340571100.0,905,21.5
2340571100.0,915,21.5
2340571100.0,925,21.5625
2340571100.0,935,21.625
2340571100.0,945,21.875
2340571100.0,955,21.875
2340574600.0,600,23.25
2340574600.0,605,22.0
2340574600.0,615,20.875
2340574600.0,625,20.875
2340574600.0,635,19.375
2340574600.0,645,18.625
2340574600.0,655,18.625
2340574600.0,700,18.25
2340574600.0,705,17.6875
2340574600.0,715,17.4375
2340574600.0,725,17.5
2340574600.0,735,17.5
2340574600.0,745,17.5
2340574600.0,755,17.5
2340574600.0,800,17.75
2340574600.0,805,17.071428571428573
2340574600.0,815,18.0625
2340574600.0,825,17.285714285714285
2340574600.0,835,15.428571428571429
2340574600.0,845,17.142857142857142
2340574600.0,855,17.125
2340574600.0,900,16.75
2340574600.0,905,16.75
2340574600.0,915,14.75
2340574600.0,925,14.75
2340574600.0,935,14.75
2340574600.0,945,14.25
2340574600.0,955,13.625
2340574700.0,600,25.375
2340574700.0,605,24.4375
2340574700.0,615,23.3125
2340574700.0,625,22.5
2340574700.0,635,21.1875
2340574700.0,645,20.3125
2340574700.0,655,19.8125
2340574700.0,700,19.4375
2340574700.0,705,19.1875
2340574700.0,715,18.9375
2340574700.0,725,18.9375
2340574700.0,735,17.1875
2340574700.0,745,17.3125
2340574700.0,755,18.6875
2340574700.0,800,18.9375
2340574700.0,805,19.5
2340574700.0,815,19.9375
2340574700.0,825,20.714285714285715
2340574700.0,835,18.428571428571427
2340574700.0,845,18.0
2340574700.0,855,18.5
2340574700.0,900,18.625
2340574700.0,905,18.625
2340574700.0,915,18.5
2340574700.0,925,18.5625
2340574700.0,935,18.5625
2340574700.0,945,18.6875
2340574700.0,955,17.4375
2340575000.0,600,16.75
2340575000.0,605,16.75
2340575000.0,615,20.6
2340575000.0,625,20.6
2340575000.0,635,16.75
2340575000.0,645,20.8
2340575000.0,655,26.25
2340575000.0,700,26.25
2340575000.0,705,37.5
2340575000.0,715,37.75
2340575000.0,725,37.25
2340575000.0,735,37.25
2340575000.0,745,37.25
2340575000.0,755,37.25
2340575000.0,800,36.4
2340575000.0,805,37.25
2340575000.0,815,36.75
2340575000.0,825,36.75
2340575000.0,835,29.0
2340575000.0,845,29.0
2340575000.0,855,24.25
2340575000.0,900,24.25
2340575000.0,905,24.25
2340575000.0,915,26.0
2340575000.0,925,26.0
2340575000.0,935,33.0
2340575000.0,945,26.0
2340575000.0,955,27.0
2340575100.0,600,33.0
2340575100.0,605,33.0
2340575100.0,615,33.0
2340575100.0,625,33.0
2340575100.0,635,33.0
2340575100.0,645,33.0
2340575100.0,655,33.0
2340575100.0,700,33.0
2340575100.0,705,33.0
2340575100.0,715,33.0
2340575100.0,725,33.0
2340575100.0,735,33.0
2340575100.0,745,33.0
2340575100.0,755,33.0
2340575100.0,800,33.0
2340575100.0,805,33.0
2340575100.0,815,27.75
2340575100.0,825,27.75
2340575100.0,835,27.75
2340575100.0,845,27.75
2340575100.0,855,27.75
2340575100.0,900,27.75
2340575100.0,905,27.75
2340575100.0,915,24.75
2340575100.0,925,24.75
2340575100.0,935,24.75
2340575100.0,945,24.75
2340575100.0,955,24.75
2340575200.0,600,18.75
2340575200.0,605,18.75
2340575200.0,615,18.75
2340575200.0,625,18.75
2340575200.0,635,18.75
2340575200.0,645,18.75
2340575200.0,655,18.75
2340575200.0,700,18.75
2340575200.0,705,29.5
2340575200.0,715,29.5
2340575200.0,725,29.5
2340575200.0,735,29.5
2340575200.0,745,29.5
2340575200.0,755,29.5
2340575200.0,800,29.5
2340575200.0,805,29.5
2340575200.0,815,29.5
2340575200.0,825,29.5
2340575200.0,835,28.5
2340575200.0,845,28.5
2340575200.0,855,27.0
2340575200.0,900,27.0
2340575200.0,905,27.0
2340575200.0,915,27.0
2340575200.0,925,27.0
2340575200.0,935,27.0
2340575200.0,945,27.0
2340575200.0,955,27.0
2340575300.0,600,13.25
2340575300.0,605,13.25
2340575300.0,615,13.25
2340575300.0,625,13.25
2340575300.0,635,13.25
2340575300.0,645,13.25
2340575300.0,655,13.25
2340575300.0,700,13.25
2340575300.0,705,13.25
2340575300.0,715,13.25
2340575300.0,725,13.25
2340575300.0,735,13.25
